WBAN	Date	Time	StationType	SkyCondition	ConvertSky	SC1	SC2	SC3	SkyConditionFlag	Visibility	WeatherType	DryBulbFarenheit	DryBulbCelsius	RelativeHumidity	WindSpeed	WindSpeedFlag	HourlyPrecip	HourlyPrecipFlag	RealDate	TimeCheck
24229	20120127	1153	11	OVC003	8	OVC	0	0	 	1	BR	32	0	96	0	 	 	 	1/27/12	1153
24229	20120127	1253	11	SCT003	4	SCT	0	0	 	1.5	BR	32	0	96	3	 	 	 	1/27/12	1253
24229	20120127	1353	11	CLR	0	CLR	0	0	 	10	 	38	3.3	76	6	 	 	 	1/27/12	1353
24229	20120127	1453	11	FEW250	2	FEW	0	0	 	10	 	41	5	70	5	 	 	 	1/27/12	1453
24229	20120127	1553	11	SCT250	4	SCT	0	0	 	10	 	40	4.4	70	3	 	 	 	1/27/12	1553
24229	20120127	1653	11	FEW160 SCT250	4	FEW	SCT	0	 	10	 	39	3.9	73	0	 	 	 	1/27/12	1653
24229	20120127	1753	11	FEW160 SCT250	4	FEW	SCT	0	 	10	 	37	2.8	79	0	 	 	 	1/27/12	1753
24229	20120127	1853	11	FEW250	2	FEW	0	0	 	10	 	34	1.1	82	0	 	 	 	1/27/12	1853
24229	20120127	1953	11	FEW250	2	FEW	0	0	 	9	 	34	1.1	85	0	 	 	 	1/27/12	1953
24229	20120127	2053	11	CLR	0	CLR	0	0	 	10	 	32	0	89	0	 	 	 	1/27/12	2053
24229	20120127	2153	11	FEW250	2	FEW	0	0	 	7	 	29	-1.7	92	0	 	 	 	1/27/12	2153
24229	20120127	2253	11	FEW002	2	FEW	0	0	 	4	BR	29	-1.7	92	0	 	 	 	1/27/12	2253
24229	20120127	2353	11	FEW002 BKN150	6	FEW	BKN	0	 	3	BR	30	-1.1	92	0	 	 	 	1/27/12	2353
24229	20120128	53	11	FEW002 BKN150	6	FEW	BKN	0	 	4	BR	30	-1.1	92	0	 	 	 	1/28/12	53
24229	20120128	153	11	BKN150	6	BKN	0	0	 	5	BR	30	-1.1	96	0	 	 	 	1/28/12	153
24229	20120128	253	11	SCT080 OVC100	8	SCT	OVC	0	 	10	 	32	0	89	3	 	 	 	1/28/12	253
24229	20120128	353	11	BKN070 OVC110	8	BKN	OVC	0	 	10	 	32	0	92	6	 	 	 	1/28/12	353
24229	20120128	453	11	BKN110 OVC150	8	BKN	OVC	0	 	9	 	32	0	92	0	 	 	 	1/28/12	453
24229	20120128	553	11	SCT110 OVC150	8	SCT	OVC	0	 	10	 	33	0.6	89	3	 	 	 	1/28/12	553
24229	20120128	653	11	BKN150	6	BKN	0	0	 	10	 	32	0	89	7	 	 	 	1/28/12	653
24229	20120128	753	11	SCT110 OVC150	8	SCT	OVC	0	 	10	 	33	0.6	89	6	 	 	 	1/28/12	753
24229	20120128	853	11	FEW100 OVC150	8	FEW	OVC	0	 	10	 	33	0.6	89	0	 	 	 	1/28/12	853
24229	20120128	953	11	FEW100 OVC150	8	FEW	OVC	0	 	10	 	35	1.7	85	3	 	 	 	1/28/12	953
24229	20120128	1053	11	FEW100 OVC150	8	FEW	OVC	0	 	10	 	37	2.8	82	7	 	 	 	1/28/12	1053
24229	20120128	1153	11	FEW090 BKN150	6	FEW	BKN	0	 	10	 	40	4.4	73	6	 	 	 	1/28/12	1153
24229	20120128	1253	11	SCT150 OVC200	8	SCT	OVC	0	 	10	 	42	5.6	65	3	 	 	 	1/28/12	1253
24229	20120128	1353	11	BKN075 BKN200	6	BKN	BKN	0	 	10	 	45	7.2	58	0	 	 	 	1/28/12	1353
24229	20120128	1453	11	SCT075 OVC250	8	SCT	OVC	0	 	10	 	46	7.8	50	3	 	 	 	1/28/12	1453
24229	20120128	1553	11	FEW080 BKN250	6	FEW	BKN	0	 	10	 	45	7.2	58	3	 	 	 	1/28/12	1553
24229	20120128	1653	11	FEW070 BKN250	6	FEW	BKN	0	 	10	 	42	5.6	65	9	 	 	 	1/28/12	1653
24229	20120128	1753	11	FEW070 BKN250	6	FEW	BKN	0	 	10	 	41	5	62	5	 	 	 	1/28/12	1753
24229	20120128	1853	11	FEW070 BKN250	6	FEW	BKN	0	 	10	 	40	4.4	68	8	 	 	 	1/28/12	1853
24229	20120128	1953	11	FEW070 OVC250	8	FEW	OVC	0	 	10	 	39	3.9	70	5	 	 	 	1/28/12	1953
24229	20120128	2053	11	FEW070 SCT130 OVC250	8	FEW	SCT	OVC	 	10	 	40	4.4	70	9	 	 	 	1/28/12	2053
24229	20120128	2153	11	FEW070 SCT130 OVC250	8	FEW	SCT	OVC	 	10	 	39	3.9	76	7	 	 	 	1/28/12	2153
24229	20120128	2253	11	SCT070 OVC150	8	SCT	OVC	0	 	10	 	39	3.9	73	7	 	 	 	1/28/12	2253
24229	20120128	2353	11	FEW110 OVC150	8	FEW	OVC	0	 	10	 	39	3.9	73	3	 	 	 	1/28/12	2353
24229	20120129	53	11	FEW110 OVC150	8	FEW	OVC	0	 	10	 	39	3.9	73	10	 	 	 	1/29/12	53
24229	20120129	153	11	OVC150	8	OVC	0	0	 	10	 	39	3.9	73	9	 	 	 	1/29/12	153
24229	20120129	253	11	OVC150	8	OVC	0	0	 	10	 	38	3.3	76	15	 	 	 	1/29/12	253
24229	20120129	353	11	OVC150	8	OVC	0	0	 	10	 	39	3.9	73	9	 	 	 	1/29/12	353
24229	20120129	453	11	BKN050 BKN120 OVC150	8	BKN	BKN	OVC	 	10	 	39	3.9	79	7	 	 	 	1/29/12	453
24229	20120129	553	11	FEW120 BKN150 OVC200	8	FEW	BKN	OVC	 	10	 	39	3.9	79	3	 	 	 	1/29/12	553
24229	20120129	653	11	BKN041 OVC110	8	BKN	OVC	0	 	10	 	40	4.4	76	7	 	 	 	1/29/12	653
24229	20120129	753	11	SCT050 BKN080 OVC095	8	SCT	BKN	OVC	 	10	 	39	3.9	82	9	 	  T	 	1/29/12	753
24229	20120129	853	11	SCT040 BKN060 OVC090	8	SCT	BKN	OVC	 	9	#NAME?	40	4.4	86	8	 	0.06	 	1/29/12	853
24229	20120129	953	11	FEW040 BKN060 OVC085	8	FEW	BKN	OVC	 	7	#NAME?	43	6.1	86	7	 	0.01	 	1/29/12	953
24229	20120129	1053	11	FEW040 BKN060 OVC085	8	FEW	BKN	OVC	 	10	#NAME?	44	6.7	86	7	 	0.02	 	1/29/12	1053
24229	20120129	1153	11	SCT039 BKN050 OVC065	8	SCT	BKN	OVC	 	10	#NAME?	45	7.2	89	6	 	0.02	 	1/29/12	1153
24229	20120129	1253	11	BKN034 OVC050	8	BKN	OVC	0	 	10	#NAME?	47	8.3	83	11	 	0.01	 	1/29/12	1253
24229	20120129	1353	11	FEW035 BKN049 OVC060	8	FEW	BKN	OVC	 	7	#NAME?	47	8.3	86	6	 	0.03	 	1/29/12	1353
24229	20120129	1453	11	BKN027 BKN039 OVC070	8	BKN	BKN	OVC	 	5	RA BR	47	8.3	86	7	 	0.07	 	1/29/12	1453
24229	20120129	1553	11	BKN025 OVC035	8	BKN	OVC	0	 	8	#NAME?	48	8.9	83	13	 	0.04	 	1/29/12	1553
24229	20120129	1653	11	FEW025 BKN035 OVC050	8	FEW	BKN	OVC	 	9	#NAME?	48	8.9	86	11	 	0.04	 	1/29/12	1653
24229	20120129	1753	11	SCT016 BKN045 OVC055	8	SCT	BKN	OVC	 	10	#NAME?	49	9.4	86	14	 	0.02	 	1/29/12	1753
24229	20120129	1853	11	FEW016 SCT026 OVC055	8	FEW	SCT	OVC	 	8	#NAME?	50	10	86	21	 	0.02	 	1/29/12	1853
24229	20120129	1953	11	FEW014 SCT020 OVC050	8	FEW	SCT	OVC	 	10	#NAME?	50	10	86	15	 	0.03	 	1/29/12	1953
24229	20120129	2053	11	BKN014 BKN042 OVC049	8	BKN	BKN	OVC	 	10	#NAME?	50	10	86	21	 	0.03	 	1/29/12	2053
24229	20120129	2153	11	SCT014 BKN044 OVC055	8	SCT	BKN	OVC	 	10	#NAME?	50	10	83	15	 	0.03	 	1/29/12	2153
24229	20120129	2253	11	FEW014 BKN060 OVC070	8	FEW	BKN	OVC	 	10	 	48	8.9	80	14	 	0.01	 	1/29/12	2253
24229	20120129	2353	11	FEW014 BKN080 OVC095	8	FEW	BKN	OVC	 	10	 	48	8.9	80	11	 	  T	 	1/29/12	2353
24229	20120130	53	11	FEW014 BKN033 OVC070	8	FEW	BKN	OVC	 	10	 	47	8.3	86	11	 	  T	 	1/30/12	53
24229	20120130	153	11	FEW014 SCT023 OVC080	8	FEW	SCT	OVC	 	10	 	46	7.8	86	0	 	 	 	1/30/12	153
24229	20120130	253	11	BKN023 BKN034 OVC110	8	BKN	BKN	OVC	 	10	 	47	8.3	83	6	 	 	 	1/30/12	253
24229	20120130	353	11	FEW023 SCT032 OVC041	8	FEW	SCT	OVC	 	10	 	46	7.8	86	5	 	 	 	1/30/12	353
24229	20120130	453	11	SCT032 OVC045	8	SCT	OVC	0	 	10	 	46	7.8	83	10	 	 	 	1/30/12	453
24229	20120130	553	11	SCT036 BKN045	6	SCT	BKN	0	 	10	 	46	7.8	83	0	 	 	 	1/30/12	553
24229	20120130	653	11	FEW025 SCT040 OVC055	8	FEW	SCT	OVC	 	10	 	45	7.2	86	5	 	  T	 	1/30/12	653
24229	20120130	753	11	FEW025 SCT043 BKN055	6	FEW	SCT	BKN	 	10	 	45	7.2	86	0	 	 	 	1/30/12	753
24229	20120130	853	11	FEW012 SCT025 BKN047	6	FEW	SCT	BKN	 	10	 	46	7.8	86	0	 	 	 	1/30/12	853
24229	20120130	953	11	FEW014 BKN047	6	FEW	BKN	0	 	10	 	48	8.9	80	6	 	 	 	1/30/12	953
24229	20120130	1053	11	FEW015 BKN041	6	FEW	BKN	0	 	10	 	49	9.4	77	6	 	 	 	1/30/12	1053
24229	20120130	1153	11	SCT022 BKN030 BKN041	6	SCT	BKN	BKN	 	10	 	51	10.6	66	7	 	 	 	1/30/12	1153
24229	20120130	1253	11	BKN044	6	BKN	0	0	 	10	 	51	10.6	66	11	 	 	 	1/30/12	1253
24229	20120130	1353	11	BKN044 BKN200	6	BKN	BKN	0	 	10	 	51	10.6	64	6	 	 	 	1/30/12	1353
24229	20120130	1453	11	BKN032 BKN040 BKN200	6	BKN	BKN	BKN	 	10	 	52	11.1	61	7	 	 	 	1/30/12	1453
24229	20120130	1553	11	FEW025 OVC034	8	FEW	OVC	0	 	10	 	51	10.6	66	6	 	 	 	1/30/12	1553
24229	20120130	1653	11	SCT032 BKN050 BKN200	6	SCT	BKN	BKN	 	10	 	51	10.6	66	3	 	 	 	1/30/12	1653
24229	20120130	1753	11	FEW032 BKN045 OVC200	8	FEW	BKN	OVC	 	10	 	48	8.9	74	3	 	 	 	1/30/12	1753
24229	20120130	1853	11	FEW030 BKN045 BKN200	6	FEW	BKN	BKN	 	10	 	49	9.4	71	5	 	 	 	1/30/12	1853
24229	20120130	1953	11	SCT043 BKN200	6	SCT	BKN	0	 	10	 	46	7.8	77	5	 	 	 	1/30/12	1953
24229	20120130	2053	11	BKN041 BKN200	6	BKN	BKN	0	 	10	 	45	7.2	83	5	 	 	 	1/30/12	2053
24229	20120130	2153	11	BKN043 BKN200	6	BKN	BKN	0	 	10	 	42	5.6	89	5	 	 	 	1/30/12	2153
24229	20120130	2253	11	OVC042	8	OVC	0	0	 	10	 	44	6.7	86	0	 	 	 	1/30/12	2253
24229	20120130	2353	11	OVC032	8	OVC	0	0	 	10	 	44	6.7	86	3	 	 	 	1/30/12	2353
24229	20120131	53	11	SCT032 BKN040 OVC048	8	SCT	BKN	OVC	 	10	 	44	6.7	86	0	 	 	 	1/31/12	53
24229	20120131	153	11	BKN039 OVC048	8	BKN	OVC	0	 	10	 	41	5	93	5	 	 	 	1/31/12	153
24229	20120131	253	11	BKN039 OVC048	8	BKN	OVC	0	 	10	 	43	6.1	86	0	 	 	 	1/31/12	253
24229	20120131	353	11	OVC037	8	OVC	0	0	 	10	 	43	6.1	89	5	 	 	 	1/31/12	353
24229	20120131	453	11	OVC035	8	OVC	0	0	 	10	 	45	7.2	83	0	 	 	 	1/31/12	453
24229	20120131	553	11	OVC033	8	OVC	0	0	 	10	 	45	7.2	83	5	 	 	 	1/31/12	553
24229	20120131	653	11	OVC033	8	OVC	0	0	 	10	 	44	6.7	86	5	 	 	 	1/31/12	653
24229	20120131	753	11	FEW033 OVC042	8	FEW	OVC	0	 	10	 	44	6.7	86	6	 	 	 	1/31/12	753
24229	20120131	853	11	OVC037	8	OVC	0	0	 	10	 	45	7.2	83	3	 	 	 	1/31/12	853
24229	20120131	953	11	OVC037	8	OVC	0	0	 	10	 	47	8.3	80	8	 	 	 	1/31/12	953
24229	20120131	1053	11	BKN039	6	BKN	0	0	 	10	 	49	9.4	74	7	 	 	 	1/31/12	1053
24229	20120131	1153	11	OVC030	8	OVC	0	0	 	10	 	49	9.4	71	6	 	 	 	1/31/12	1153
24229	20120131	1253	11	SCT030 BKN200	6	SCT	BKN	0	 	10	 	50	10	69	8	 	 	 	1/31/12	1253
24229	20120131	1353	11	FEW030 OVC200	8	FEW	OVC	0	 	10	 	50	10	66	6	 	 	 	1/31/12	1353
24229	20120131	1453	11	FEW040 OVC200	8	FEW	OVC	0	 	10	 	51	10.6	61	3	 	 	 	1/31/12	1453
24229	20120131	1553	11	FEW035 SCT100 BKN150	6	FEW	SCT	BKN	 	10	 	50	10	66	3	 	 	 	1/31/12	1553
24229	20120131	1653	11	BKN090 BKN110 OVC150	8	BKN	BKN	OVC	 	10	 	48	8.9	71	5	 	 	 	1/31/12	1653
24229	20120131	1753	11	SCT075 OVC100	8	SCT	OVC	0	 	10	 	49	9.4	69	3	 	 	 	1/31/12	1753
24229	20120131	1853	11	BKN050 OVC065	8	BKN	OVC	0	 	10	#NAME?	47	8.3	77	8	 	  T	 	1/31/12	1853
24229	20120131	1953	11	SCT060 OVC090	8	SCT	OVC	0	 	10	 	47	8.3	77	6	 	  T	 	1/31/12	1953
24229	20120131	2053	11	FEW050 OVC070	8	FEW	OVC	0	 	10	#NAME?	47	8.3	80	0	 	  T	 	1/31/12	2053
24229	20120131	2153	11	FEW070 BKN090 OVC150	8	FEW	BKN	OVC	 	10	 	45	7.2	86	3	 	 	 	1/31/12	2153
24229	20120131	2253	11	OVC090	8	OVC	0	0	 	10	 	46	7.8	80	3	 	 	 	1/31/12	2253
24229	20120131	2353	11	BKN090 BKN110	6	BKN	BKN	0	 	10	 	45	7.2	77	7	 	 	 	1/31/12	2353
